Bootcamp Course,Bootcamp Format,Bootcamp Year,Campus - Timezone,Drop,Drop Reason,how did you hear about us?,Person Account: Gender,Stage Duration,Paid Deposit,Scholarship,Discount,Time Conversion - days,Time between Created Date and Start Date - days,Discount(%),Creater Month,Creater Quarter
WD,FT,2017,PAR,0,Not specified,google,Male,1282.0,0,0,0,63,-58,0.0,6,2
WD,PT,2020,SAO,0,Not specified,Referral,Female,441.0,0,0,0,26,338,0.0,8,3
UX,FT,2018,MAD,0,Not specified,Referral,Male,1097.0,1,0,1,155,201,0.09999999999999998,7,3
UX,PT,2018,MIA,0,Not specified,other,Male,1060.0,0,0,0,126,128,0.0,1,1
UX,FT,2020,BER,0,Not specified,other,Female,11.0,0,0,0,75,94,0.0,7,3
WD,FT,2017,PAR,0,Not specified,google,Male,1281.0,0,0,0,61,20,0.0,6,2
UX,FT,2018,MAD,0,Not specified,google,Male,1097.0,0,0,1,258,201,0.07999999999999996,7,3
WD,FT,2018,MIA,0,Not specified,Social Media,Female,1060.0,0,0,1,264,9,0.08999999999999997,1,1
UX,PT,2020,BCN,0,Not specified,Referral,Male,102.0,1,0,1,42,74,0.06999999999999995,7,3
WD,FT,2017,PAR,0,Not specified,other,Male,1281.0,0,0,0,154,-58,0.0,6,2
UX,FT,2019,BCN,0,Not specified,Referral,Male,424.0,0,0,0,73,53,0.0,8,3
UX,FT,2018,PAR,0,Not specified,other,Female,1097.0,0,0,0,232,385,0.0,7,3
WD,PT,2019,MIA,0,Not specified,Social Media,Female,309.0,0,0,0,186,53,0.0,8,3
WD,PT,2020,RMT-America,0,Not specified,other,Male,134.0,0,0,0,75,60,0.0,7,3
WD,FT,2017,BCN,0,Not specified,switchup,Female,1281.0,0,0,0,183,132,0.0,6,2
UX,FT,2019,LIS,1,Bad candidate,google,Female,442.0,1,0,0,32,53,0.0,8,3
UX,FT,2018,PAR,0,Not specified,Social Media,Female,1097.0,0,0,0,204,385,0.0,7,3
WD,FT,2018,BCN,0,Not specified,other,Male,1060.0,0,0,0,40,65,0.0,1,1
UX,FT,2017,MAD,0,Not specified,google,Female,1281.0,0,0,0,107,132,0.0,6,2
WD,FT,2019,BCN,0,Not specified,Social Media,Female,456.0,0,0,0,11,25,0.0,8,3
WD,FT,2018,MIA,0,Not specified,Social Media,Male,1096.0,0,0,0,418,451,0.0,8,3
WD,FT,2018,PAR,0,Not specified,google,Male,1060.0,0,0,0,109,115,0.0,1,1
UX,FT,2020,AMS,0,Not specified,Social Media,Male,138.0,0,0,0,76,11,0.0,7,3
WD,FT,2017,MAD,0,Not specified,Social Media,Male,1270.0,0,0,0,269,58,0.0,6,2
WD,FT,2019,MIA,0,Not specified,other,Male,442.0,0,0,0,24,53,0.0,8,3
UX,FT,2018,PAR,0,Not specified,switchup,Female,1096.0,0,0,0,222,354,0.0,8,3
WD,FT,2018,MAD,0,Not specified,Referral,Female,1060.0,1,0,1,16,65,0.09999999999999998,1,1
DA,FT,2020,MAD,0,Not specified,Referral,Male,134.0,0,0,0,76,95,0.0,7,3
WD,FT,2017,PAR,0,Not specified,google,Male,1270.0,0,0,0,37,-69,0.0,6,2
WD,FT,2018,MEX,0,Not specified,google,Female,536.0,1,0,1,140,71,0.010000000000000009,11,4
UX,FT,2018,PAR,0,Not specified,Social Media,Female,1060.0,0,0,0,201,64,0.0,1,1
WD,FT,2017,PAR,0,Not specified,google,Male,1270.0,0,0,0,74,9,0.0,6,2
UX,PT,2021,MEX,0,Not specified,courseReport,Female,10.0,1,0,1,456,614,0.09999999999999998,8,3
WD,PT,2018,PAR,0,Not specified,Social Media,Female,1096.0,0,0,0,199,255,0.0,8,3
WD,FT,2018,BCN,0,Not specified,google,Female,1060.0,0,0,1,229,297,0.09999999999999998,1,1
WD,FT,2017,BCN,0,Not specified,switchup,Male,1269.0,0,0,0,37,57,0.0,6,2
UX,PT,2020,SAO,0,Not specified,Social Media,Female,413.0,0,0,0,54,338,0.0,8,3
WD,PT,2018,MAD,0,Not specified,Social Media,Male,1096.0,0,0,1,418,255,0.06999999999999995,8,3
DA,PT,2020,BER,0,Not specified,Referral,Female,106.0,0,0,0,76,40,0.0,7,3
WD,FT,2017,PAR,0,Not specified,Social Media,Male,1269.0,0,0,0,40,-70,0.0,6,2
WD,FT,2018,MEX,0,Not specified,other,Male,1095.0,0,0,0,201,132,0.0,9,3
UX,FT,2019,LIS,0,Not specified,other,Female,686.0,0,0,1,6,118,0.25,1,1
WD,PT,2020,RMT-Europe,0,Not specified,Social Media,Female,11.0,0,0,0,76,96,0.0,7,3
WD,FT,2017,PAR,0,Not specified,Social Media,Male,1269.0,0,0,0,25,-70,0.0,6,2
DA,FT,2020,PAR,0,Not specified,Referral,Male,461.0,0,0,0,0,419,0.0,4,2
WD,FT,2020,RMT-Europe,0,Not specified,google,Female,251.0,0,0,0,0,92,0.0,1,1
WD,FT,2018,MEX,0,Not specified,google,Male,1095.0,0,0,1,201,132,0.010000000000000009,9,3
UX,FT,2019,BCN,0,Not specified,switchup,Female,686.0,1,0,0,7,-18,0.0,1,1
WD,FT,2020,SAO,0,Not specified,Social Media,Female,120.0,0,0,0,76,32,0.0,7,3
WD,FT,2017,MAD,0,Not specified,Social Media,Male,1269.0,0,0,0,268,120,0.0,6,2
DA,FT,2019,PAR,0,Not specified,Social Media,Male,460.0,0,0,0,30,188,0.0,4,2
WD,FT,2018,PAR,0,Not specified,google,Male,1095.0,0,0,0,201,188,0.0,9,3
UX,FT,2019,PAR,0,Not specified,other,Male,686.0,0,0,0,64,125,0.0,1,1
DA,FT,2019,MAD,0,Not specified,Referral,Male,686.0,0,0,0,6,209,0.0,1,1
WD,FT,2020,MAD,0,Not specified,other,Female,134.0,0,0,0,76,95,0.0,7,3
WD,FT,2017,PAR,0,Not specified,Social Media,Male,1269.0,0,0,0,142,8,0.0,6,2
DA,FT,2019,AMS,0,Not specified,Social Media,Male,442.0,0,0,0,167,167,0.0,4,2
DA,FT,2019,PAR,0,Not specified,google,Female,512.0,0,0,0,1,249,0.0,2,1
WD,FT,2020,BCN,0,Not specified,google,Male,62.0,0,0,0,32,51,0.0,8,3
UX,FT,2018,BCN,0,Not specified,other,Male,922.0,0,0,0,159,144,0.0,5,2
UX,FT,2019,PAR,0,Not specified,google,Female,686.0,1,0,0,59,125,0.0,1,1
WD,FT,2020,BCN,0,Not specified,google,Male,97.0,0,0,0,0,51,0.0,8,3
WD,FT,2017,MAD,0,Not specified,other,Male,1269.0,0,0,1,268,120,0.15000000000000002,6,2
WD,PT,2019,LIS,0,Not specified,Social Media,Female,686.0,0,0,1,161,238,0.36,1,1
WD,FT,2020,SAO,0,Not specified,IronhackEvent,Male,140.0,0,0,0,76,32,0.0,7,3
UX,FT,2017,BCN,0,Not specified,google,Male,1269.0,1,0,0,38,57,0.0,6,2
DA,FT,2019,BER,0,Not specified,google,Female,438.0,0,0,0,171,188,0.0,4,2
WD,PT,2018,MIA,0,Not specified,google,Female,1068.0,0,0,1,156,-99,0.040000000000000036,5,2
WD,PT,2019,SAO,0,Not specified,google,Male,686.0,0,0,0,8,70,0.0,1,1
WD,FT,2020,MIA,0,Not specified,google,Female,139.0,0,0,0,76,32,0.0,7,3
WD,FT,2017,PAR,0,Not specified,other,Male,1268.0,0,0,0,39,-71,0.0,6,2
WD,FT,2019,LIS,0,Not specified,Referral,Male,459.0,0,0,0,61,195,0.0,4,2
WD,FT,2019,MAD,0,Not specified,Referral,Male,686.0,0,0,0,3,55,0.0,1,1
WD,PT,2020,RMT-Europe,0,Not specified,other,Male,132.0,0,0,0,76,96,0.0,7,3
UX,PT,2017,MAD,0,Not specified,quora,Male,1268.0,0,0,1,58,173,0.15000000000000002,6,2
DA,FT,2020,BER,1,Personal matters,Social Media,Male,438.0,1,0,0,171,419,0.0,4,2
WD,FT,2018,PAR,0,Not specified,Social Media,Male,1068.0,0,0,0,93,-44,0.0,5,2
UX,PT,2019,MIA,0,Not specified,other,Male,686.0,0,0,1,161,118,0.42000000000000004,1,1
WD,FT,2020,AMS,0,Not specified,google,Male,134.0,0,0,0,76,11,0.0,7,3
WD,FT,2017,PAR,0,Not specified,Social Media,Male,1253.0,0,0,1,101,2,0.12,4,2
WD,PT,2020,SAO,0,Not specified,Social Media,Male,417.0,0,0,0,192,480,0.0,4,2
WD,FT,2018,PAR,0,Not specified,google,Female,1068.0,0,0,0,30,26,0.0,5,2
UX,FT,2019,MEX,0,Not specified,google,Male,686.0,0,0,0,28,34,0.0,1,1
WD,FT,2020,AMS,0,Not specified,google,Female,78.0,0,0,1,0,88,0.09999999999999998,9,3
WD,FT,2017,PAR,0,Not specified,Social Media,Male,1253.0,0,0,1,102,2,0.12,4,2
WD,FT,2019,PAR,0,Not specified,google,Male,454.0,0,0,0,214,188,0.0,4,2
WD,FT,2019,BER,0,Not specified,Referral,Female,545.0,1,0,1,8,55,0.09999999999999998,1,1
WD,FT,2017,PAR,0,Not specified,Social Media,Male,1253.0,0,0,0,102,2,0.0,4,2
WD,PT,2019,PAR,0,Not specified,Referral,Male,448.0,1,0,0,161,165,0.0,4,2
WD,FT,2018,PAR,0,Not specified,Social Media,Female,1068.0,0,0,0,93,7,0.0,5,2
WD,PT,2019,MIA,0,Not specified,Referral,Male,686.0,0,0,1,100,118,0.06000000000000005,1,1
WD,FT,2017,MIA,0,Not specified,Social Media,Male,1253.0,0,0,0,110,-56,0.0,4,2
UX,PT,2019,MIA,0,Not specified,IronhackEvent,Female,452.0,0,0,0,91,42,0.0,9,3
WD,FT,2020,LIS,0,Not specified,google,Male,201.0,0,0,0,2,15,0.15000000000000002,3,1
UX,FT,2019,PAR,0,Not specified,courseReport,Female,679.0,0,0,0,15,-1,0.0,1,1
WD,FT,2017,PAR,0,Not specified,Social Media,Male,1253.0,0,0,1,123,2,0.12,4,2
DA,FT,2019,SAO,0,Not specified,Social Media,Male,407.0,1,0,1,49,70,0.15000000000000002,9,3
WD,PT,2019,PAR,0,Not specified,google,Male,679.0,0,0,0,93,235,0.0,1,1
WD,FT,2017,MAD,0,Not specified,Social Media,Female,1253.0,0,0,1,102,129,0.22999999999999998,4,2
WD,FT,2019,BCN,0,Not specified,other,Female,453.0,1,0,1,91,42,0.20999999999999996,9,3
DA,FT,2020,MAD,0,Not specified,google,Male,119.0,1,0,0,28,95,0.0,7,3
WD,FT,2018,MAD,0,Not specified,Social Media,Male,1253.0,0,0,0,98,481,0.0,4,2
UX,FT,2019,MAD,0,Not specified,IronhackEvent,Male,453.0,0,0,0,91,42,0.0,9,3
UX,FT,2018,BCN,0,Not specified,google,Male,1068.0,0,0,0,129,189,0.0,5,2
UX,PT,2019,AMS,0,Not specified,Referral,Female,679.0,0,0,0,124,84,0.0,1,1
WD,FT,2017,BCN,0,Not specified,Social Media,Female,1253.0,0,0,0,92,129,0.0,4,2
WD,FT,2019,SAO,0,Not specified,google,Male,440.0,0,0,0,16,70,0.0,9,3
UX,FT,2018,MIA,0,Not specified,courseReport,Male,1068.0,0,0,0,156,-86,0.0,5,2
UX,PT,2019,AMS,0,Not specified,google,Male,483.0,1,0,0,196,266,0.0,1,1
UX,PT,2020,PAR,0,Not specified,Referral,Female,98.0,0,0,0,76,67,0.0,7,3
WD,FT,2017,MAD,0,Not specified,Social Media,Male,1253.0,0,0,0,97,129,0.0,4,2
WD,FT,2019,MIA,0,Not specified,Not specified,Prefer not to disclose,414.0,0,0,0,42,42,0.0,9,3
WD,PT,2019,PAR,0,Not specified,Social Media,Female,679.0,0,0,0,20,235,0.0,1,1
WD,FT,2020,BER,0,Not specified,google,Female,106.0,1,0,1,39,95,0.09999999999999998,7,3
WD,FT,2017,PAR,0,Not specified,google,Male,1253.0,0,0,1,111,2,0.22999999999999998,4,2
WD,FT,2018,BCN,0,Not specified,Social Media,Male,1068.0,0,0,1,121,189,0.15000000000000002,5,2
UX,PT,2019,SAO,0,Not specified,Not specified,Female,679.0,0,0,0,277,6,0.0,1,1
WD,FT,2020,BCN,0,Not specified,Referral,Female,83.0,0,0,1,75,94,0.09999999999999998,7,3
DA,FT,2020,MAD,0,Not specified,other,Female,181.0,0,0,1,176,224,0.09999999999999998,1,1
WD,FT,2018,BCN,0,Not specified,google,Male,1253.0,0,0,0,278,346,0.0,4,2
DA,FT,2019,MIA,0,Not specified,Not specified,Prefer not to disclose,446.0,0,0,0,6,38,0.0,9,3
UX,FT,2019,AMS,0,Not specified,google,Male,679.0,1,0,0,15,55,0.0,1,1
WD,FT,2017,MIA,0,Not specified,other,Male,1253.0,0,0,0,97,-56,0.0,4,2
WD,PT,2020,BCN,0,Not specified,google,Male,375.0,1,0,0,77,186,0.15000000000000002,9,3
WD,FT,2020,BCN,0,Not specified,Referral,Male,62.0,0,0,0,176,287,0.0,1,1
WD,FT,2019,MAD,0,Not specified,Referral,Male,679.0,0,0,0,20,48,0.0,1,1
DA,FT,2020,RMT-Europe,0,Not specified,other,Male,131.0,0,0,0,77,-66,0.0,7,3
WD,FT,2017,BCN,0,Not specified,switchup,Male,1253.0,1,0,1,124,162,0.15000000000000002,5,2
WD,PT,2020,BER,0,Not specified,Referral,Female,384.0,1,0,1,75,137,0.19999999999999996,9,3
UX,FT,2020,PAR,0,Not specified,IronhackEvent,Male,252.0,0,0,0,46,122,0.0,2,1
WD,FT,2018,MEX,0,Not specified,other,Male,1068.0,0,0,0,214,-86,0.0,5,2
WD,FT,2019,MEX,0,Not specified,Social Media,Male,678.0,0,0,0,215,54,0.0,1,1
WD,FT,2020,SAO,0,Not specified,Social Media,Male,125.0,0,0,0,76,32,0.0,7,3
WD,FT,2017,BCN,0,Not specified,Social Media,Female,1253.0,0,0,0,68,99,0.0,5,2
DA,FT,2020,PAR,0,Not specified,google,Female,291.0,0,0,0,46,174,0.0,2,1
DA,FT,2019,BCN,0,Not specified,other,Male,678.0,0,0,0,29,26,0.0,1,1
WD,FT,2020,MIA,0,Not specified,google,Male,134.0,0,0,0,76,32,0.0,7,3
WD,FT,2017,PAR,0,Not specified,IronhackEvent,Male,1252.0,0,0,0,214,-28,0.0,5,2
WD,PT,2020,SAO,0,Not specified,other,Male,194.0,1,0,1,8,153,0.12,5,2
UX,FT,2020,MAD,0,Not specified,Social Media,Female,288.0,0,0,0,46,38,0.15000000000000002,2,1
WD,FT,2018,MIA,0,Not specified,google,Male,1068.0,1,0,0,123,-99,0.0,5,2
UX,PT,2019,MIA,0,Not specified,IronhackEvent,Male,678.0,0,0,0,93,110,0.0,1,1
WD,FT,2020,MIA,0,Not specified,other,Male,140.0,0,0,0,77,96,0.0,7,3
WD,FT,2017,MAD,0,Not specified,Social Media,Male,1252.0,0,0,0,71,99,0.0,5,2
UX,FT,2019,MIA,0,Not specified,Social Media,Female,443.0,0,0,0,9,38,0.0,9,3
WD,FT,2020,MAD,0,Not specified,google,Male,291.0,0,0,0,46,38,0.15000000000000002,2,1
UX,FT,2018,MIA,0,Not specified,Referral,Male,1055.0,1,0,0,43,4,0.0,1,1
WD,FT,2019,SAO,0,Not specified,switchup,Male,733.0,0,0,0,191,384,0.0,6,2
DA,FT,2020,PAR,0,Not specified,courseReport,Male,127.0,0,0,0,77,40,0.0,7,3
WD,FT,2017,MIA,0,Not specified,google,Male,1252.0,0,0,0,0,23,0.0,5,2
UX,PT,2020,AMS,0,Not specified,newspaperOrMagazine,Female,257.0,1,0,0,42,137,0.0,2,1
WD,FT,2018,PAR,0,Not specified,Social Media,Male,1055.0,0,0,0,104,110,0.0,1,1
WD,PT,2019,SAO,0,Not specified,newspaperOrMagazine,Male,733.0,0,0,0,191,223,0.0,6,2
WD,FT,2020,MIA,0,Not specified,google,Female,141.0,0,0,0,77,33,0.0,7,3
WD,FT,2017,MIA,0,Not specified,Referral,Male,1239.0,0,0,0,443,-158,0.0,7,3
DA,FT,2020,BCN,0,Not specified,google,Female,260.0,0,0,0,46,45,0.15000000000000002,2,1
WD,FT,2018,MIA,0,Not specified,google,Male,1055.0,0,0,1,167,17,0.08999999999999997,1,1
UX,FT,2019,MAD,0,Not specified,other,Male,733.0,1,0,1,30,384,0.20999999999999996,6,2
WD,FT,2020,MIA,0,Not specified,other,Male,133.0,0,0,0,77,96,0.0,7,3
WD,FT,2017,PAR,0,Not specified,Referral,Female,1239.0,0,0,0,52,-100,0.0,7,3
WD,PT,2020,SAO,0,Not specified,google,Female,439.0,0,0,0,7,317,0.0,9,3
WD,FT,2020,BCN,0,Not specified,google,Female,245.0,0,0,0,0,247,0.0,2,1
WD,FT,2018,BCN,0,Not specified,Social Media,Male,1055.0,0,0,0,35,60,0.0,1,1
UX,FT,2019,MAD,0,Not specified,google,Female,733.0,1,0,1,30,279,0.20999999999999996,6,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,137.0,0,0,0,76,147,0.0,7,3
UX,FT,2018,BCN,0,Not specified,other,Male,1239.0,0,0,0,0,244,0.0,7,3
UX,PT,2018,MAD,0,Not specified,Referral,Male,1055.0,0,0,0,135,96,0.0,1,1
WD,FT,2020,MIA,0,Not specified,google,Male,309.0,0,0,0,111,69,0.0,11,4
WD,FT,2018,PAR,0,Not specified,Social Media,Male,1055.0,0,0,0,6,110,0.0,1,1
WD,FT,2019,MAD,0,Not specified,Social Media,Male,733.0,0,0,1,288,279,0.06999999999999995,6,2
WD,FT,2020,MEX,0,Not specified,Social Media,Male,111.0,0,0,0,76,147,0.0,7,3
WD,FT,2017,BCN,0,Not specified,Social Media,Male,1239.0,0,0,0,73,90,0.0,7,3
UX,FT,2020,BCN,0,Not specified,google,Female,417.0,1,0,0,222,309,0.0,3,1
WD,FT,2018,PAR,0,Not specified,Social Media,Male,1055.0,0,0,0,6,110,0.0,1,1
WD,FT,2019,PAR,0,Not specified,IronhackEvent,Female,733.0,0,0,1,384,279,0.08999999999999997,6,2
WD,FT,2020,RMT-Europe,0,Not specified,Social Media,Male,11.0,0,0,0,76,95,0.0,7,3
UX,FT,2018,MAD,0,Not specified,Syllabus form,Male,1156.0,1,0,1,37,141,0.15000000000000002,9,3
WD,FT,2019,SAO,0,Not specified,Social Media,Female,440.0,0,0,0,6,60,0.0,9,3
WD,PT,2020,MEX,0,Not specified,Social Media,Female,248.0,0,0,1,1,182,0.09999999999999998,3,1
WD,PT,2018,BCN,0,Not specified,Referral,Male,1055.0,1,0,1,259,199,0.06999999999999995,1,1
DA,PT,2019,MAD,0,Not specified,Referral,Female,728.0,1,0,1,0,344,0.19999999999999996,11,4
DA,PT,2020,MEX,0,Not specified,other,Male,49.0,0,0,0,76,74,0.0,7,3
WD,FT,2017,MAD,0,Not specified,google,Male,1239.0,0,0,0,82,27,0.0,7,3
WD,FT,2020,BER,0,Not specified,Referral,Female,313.0,1,0,1,135,95,0.28,12,4
WD,FT,2018,MAD,0,Not specified,google,Female,1055.0,0,0,0,136,60,0.0,1,1
DA,FT,2019,BCN,0,Not specified,other,Male,733.0,1,0,1,153,258,0.20999999999999996,6,2
WD,PT,2020,BCN,0,Not specified,Social Media,Female,124.0,0,0,0,0,71,0.0,7,3
WD,FT,2020,PAR,0,Not specified,Social Media,Female,411.0,0,0,0,35,256,0.0,9,3
UX,FT,2020,LIS,0,Not specified,google,Female,209.0,0,0,0,0,13,0.15000000000000002,3,1
WD,FT,2018,PAR,0,Not specified,google,Male,1055.0,0,0,0,104,59,0.0,1,1
UX,FT,2019,MAD,0,Not specified,Social Media,Male,733.0,1,0,1,479,279,0.20999999999999996,6,2
WD,PT,2020,RMT-America,0,Not specified,Social Media,Male,137.0,0,0,0,76,61,0.0,7,3
WD,FT,2017,PAR,0,Not specified,Social Media,Male,1239.0,0,0,0,29,-100,0.0,7,3
WD,FT,2020,BER,0,Not specified,Social Media,Female,410.0,1,0,1,133,256,0.09999999999999998,9,3
WD,FT,2020,MEX,0,Not specified,Social Media,Male,347.0,0,0,0,3,160,0.0,12,4
WD,PT,2018,MAD,0,Not specified,IronhackEvent,Male,1055.0,0,0,0,54,96,0.0,1,1
WD,FT,2019,MAD,0,Not specified,Referral,Male,733.0,1,0,1,30,209,0.20999999999999996,6,2
WD,FT,2020,SAO,0,Not specified,Referral,Male,125.0,0,0,0,76,32,0.0,7,3
WD,FT,2017,MAD,0,Not specified,Social Media,Male,1239.0,0,0,0,82,27,0.0,7,3
WD,PT,2020,LIS,0,Not specified,IronhackEvent,Male,63.0,0,0,0,0,284,0.0,1,1
UX,FT,2020,PAR,0,Not specified,PoleEmploi,Female,347.0,0,0,0,3,90,0.15000000000000002,12,4
WD,FT,2018,PAR,0,Not specified,Social Media,Male,1055.0,0,0,0,104,59,0.0,1,1
WD,PT,2019,MAD,0,Not specified,Referral,Female,733.0,0,0,1,476,441,0.06999999999999995,6,2
WD,FT,2017,PAR,0,Not specified,google,Male,1239.0,0,0,0,21,-100,0.0,7,3
WD,PT,2020,LIS,0,Not specified,IronhackEvent,Male,321.0,0,0,0,0,288,0.0,12,4
DA,FT,2020,BER,0,Not specified,google,Male,347.0,0,0,0,3,90,0.15000000000000002,12,4
WD,PT,2018,BCN,0,Not specified,google,Male,1055.0,0,0,0,158,96,0.0,1,1
DA,FT,2020,MEX,0,Not specified,other,Female,139.0,0,0,0,75,-131,0.0,7,3
WD,PT,2017,MAD,0,Not specified,Referral,Female,1239.0,0,0,0,9,98,0.0,7,3
WD,FT,2020,BCN,0,Not specified,Social Media,Male,362.0,0,0,0,10,115,0.0,9,3
WD,FT,2020,MIA,0,Not specified,newspaper_or_magazine,Male,347.0,0,0,0,3,27,0.0,12,4
WD,FT,2018,BCN,0,Not specified,Social Media,Female,1055.0,0,0,1,0,292,0.15000000000000002,1,1
WD,FT,2019,BCN,0,Not specified,Referral,Male,551.0,0,0,0,54,193,0.0,12,4
DA,FT,2020,MEX,0,Not specified,other,Female,140.0,0,0,0,0,-131,0.0,7,3
UX,PT,2019,MIA,0,Not specified,Referral,Female,544.0,0,0,1,1,-76,0.050000000000000044,5,2
WD,FT,2019,SAO,0,Not specified,Social Media,Male,442.0,0,0,0,3,59,0.0,9,3
WD,FT,2020,MEX,0,Not specified,Social Media,Male,347.0,0,0,0,3,160,0.0,12,4
UX,FT,2018,BCN,0,Not specified,newspaperOrMagazine,Male,1055.0,0,0,0,224,292,0.0,1,1
DA,FT,2019,MAD,0,Not specified,google,Male,726.0,1,0,1,1,22,0.20999999999999996,12,4
WD,FT,2020,RMT-Europe,0,Not specified,Social Media,Male,139.0,0,0,0,76,95,0.0,7,3
UX,FT,2017,PAR,0,Not specified,Social Media,Female,1223.0,0,0,0,184,229,0.0,3,1
WD,PT,2020,BCN,0,Not specified,Social Media,Female,347.0,0,0,0,3,84,0.15000000000000002,12,4
WD,FT,2018,BCN,0,Not specified,other,Male,1055.0,0,0,0,35,60,0.0,1,1
WD,PT,2019,MEX,0,Not specified,Referral,Female,726.0,0,0,1,9,33,0.010000000000000009,12,4
WD,FT,2017,MAD,0,Not specified,Referral,Male,1222.0,1,0,0,136,191,0.0,4,2
UX,FT,2019,PAR,0,Not specified,Social Media,Male,455.0,0,0,0,41,46,0.0,8,3
WD,FT,2020,SAO,0,Not specified,Social Media,Male,337.0,0,0,0,7,55,0.0,12,4
WD,FT,2018,MEX,0,Not specified,Social Media,Male,1055.0,0,0,0,257,17,0.0,1,1
UX,FT,2019,BCN,0,Not specified,other,Male,726.0,1,0,1,8,193,0.20999999999999996,12,4
WD,FT,2020,SAO,0,Not specified,google,Male,120.0,0,0,0,76,32,0.0,7,3
UX,FT,2017,MAD,0,Not specified,other,Male,1222.0,0,0,0,339,191,0.0,4,2
WD,FT,2019,BCN,0,Not specified,Referral,Female,418.0,0,0,0,49,53,0.0,8,3
UX,FT,2020,LIS,0,Not specified,google,Female,284.0,0,0,0,80,111,0.15000000000000002,12,4
WD,FT,2018,PAR,0,Not specified,google,Male,1055.0,0,0,0,104,110,0.0,1,1
WD,FT,2019,SAO,0,Not specified,google,Male,725.0,1,0,0,12,199,0.0,12,4
WD,FT,2020,MIA,0,Not specified,courseReport,Male,112.0,0,0,0,76,95,0.0,7,3
WD,FT,2017,BCN,0,Not specified,TV and/or radio,Male,1222.0,0,0,0,194,191,0.0,4,2
WD,FT,2020,RMT-Europe,0,Not specified,Social Media,Male,244.0,0,0,0,1,6,0.0,3,1
WD,FT,2020,PAR,0,Not specified,google,Male,84.0,0,0,0,0,-2,0.0,9,3
UX,FT,2019,MEX,0,Not specified,IronhackEvent,Female,725.0,0,0,1,230,73,0.010000000000000009,12,4
WD,PT,2020,MIA,0,Not specified,IronhackEvent,Female,112.0,0,0,1,77,-35,0.09999999999999998,7,3
DA,PT,2020,MEX,0,Not specified,google,Male,346.0,0,0,0,3,89,0.0,12,4
WD,FT,2018,MIA,0,Not specified,Blog,Male,1055.0,0,0,0,167,17,0.0,1,1
WD,PT,2019,BCN,0,Not specified,other,Male,725.0,0,0,0,3,165,0.0,12,4
WD,FT,2017,BCN,0,Not specified,other,Male,1222.0,0,0,0,128,128,0.0,4,2
DA,FT,2020,MAD,0,Not specified,google,Male,354.0,1,0,0,116,137,0.0,8,3
DA,FT,2020,PAR,0,Not specified,quora,Male,346.0,0,0,0,3,89,0.15000000000000002,12,4
WD,FT,2018,BCN,0,Not specified,other,Male,1055.0,0,0,1,35,60,0.15000000000000002,1,1
UX,FT,2019,AMS,0,Not specified,Social Media,Female,725.0,1,0,0,48,101,0.0,12,4
WD,FT,2020,MIA,0,Not specified,other,Male,141.0,0,0,0,77,96,0.0,7,3
WD,FT,2017,PAR,0,Not specified,Referral,Male,1222.0,0,0,0,163,1,0.0,4,2
UX,FT,2018,MAD,0,Not specified,google,Male,1055.0,0,0,0,61,17,0.0,1,1
WD,PT,2019,PAR,0,Not specified,Social Media,Male,725.0,0,0,0,32,39,0.0,12,4
WD,FT,2020,MAD,0,Not specified,Referral,Male,210.0,0,0,0,67,115,0.0,4,2
WD,PT,2018,MEX,0,Not specified,courseReport,Male,1055.0,0,0,0,196,95,0.0,1,1
UX,FT,2019,MEX,0,Not specified,quora,Female,392.0,1,0,0,104,-198,0.0,8,3
WD,FT,2018,PAR,0,Not specified,Social Media,Male,1055.0,0,0,0,104,59,0.0,1,1
UX,FT,2019,MAD,0,Not specified,Referral,Male,725.0,1,0,1,0,82,0.20999999999999996,12,4
DA,FT,2020,MEX,0,Not specified,Social Media,Female,202.0,0,0,0,65,-49,0.0,4,2
UX,FT,2017,BCN,0,Not specified,Social Media,Female,1222.0,0,0,0,467,245,0.0,4,2
UX,FT,2019,SAO,0,Not specified,Referral,Female,442.0,1,0,1,25,81,1.0,8,3
WD,FT,2021,MAD,0,Not specified,Social Media,Male,4.0,0,0,0,0,599,0.0,3,1
DA,PT,2019,SAO,0,Not specified,newspaperOrMagazine,Male,725.0,0,0,0,34,95,0.0,12,4
DA,FT,2020,LIS,0,Not specified,Referral,Male,217.0,1,0,0,191,62,0.0,4,2
WD,FT,2017,MAD,0,Not specified,IronhackEvent,Male,1222.0,0,0,0,309,161,0.0,5,2
WD,FT,2018,MIA,0,Not specified,Referral,Male,1055.0,1,0,0,199,4,0.0,1,1
UX,FT,2017,MIA,0,Not specified,Referral,Female,1221.0,0,0,1,184,105,0.08999999999999997,5,2
UX,FT,2019,MIA,0,Not specified,other,Male,448.0,0,0,0,19,53,0.0,8,3
WD,FT,2018,MAD,0,Not specified,Referral,Male,1042.0,0,0,1,254,151,0.15000000000000002,1,1
UX,PT,2019,BCN,0,Not specified,newspaperOrMagazine,Male,725.0,1,0,1,7,165,0.19999999999999996,12,4
WD,PT,2020,RMT-Europe,0,Not specified,google,Male,207.0,0,0,0,61,-84,0.0,4,2
WD,PT,2017,MAD,0,Not specified,Referral,Male,1221.0,0,0,0,225,169,0.0,5,2
WD,FT,2019,BER,0,Not specified,google,Male,252.0,0,0,0,32,46,0.0,8,3
